,name,Country,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,HB_mean_score,HB_std,HB_count,HB_D_mean_score,HB_D_std,HB_E_mean_score,HB_E_std,HB_rank,PB_mean_score,PB_std,PB_count,PB_D_mean_score,PB_D_std,PB_E_mean_score,PB_E_std,PB_rank,PH_mean_score,PH_std,PH_count,PH_D_mean_score,PH_D_std,PH_E_mean_score,PH_E_std,PH_rank,SR_mean_score,SR_std,SR_count,SR_D_mean_score,SR_D_std,SR_E_mean_score,SR_E_std,SR_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
334,HAMZA HOSSAINI,MAR,12.97,0.0,1.0,5.1,0.0,7.87,0.0,293.0,7.77,0.0,1.0,1.9,0.0,8.87,0.0,682.0,12.23,0.0,1.0,5.2,0.0,7.03,0.0,494.5,11.0,0.0,1.0,4.0,0.0,7.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91,0.73,3.0,5.47,0.23,8.44,0.5,180.0,2.29,57.879999999999995,7.0,5,12.24
519,KIPLIN SMITH,AUS,10.87,0.0,1.0,4.3,0.0,6.87,0.0,684.0,12.22,1.4,6.0,4.38,0.52,7.84,1.06,379.0,10.0,2.05,2.0,4.05,0.21,5.95,1.84,680.5,11.83,0.48,4.0,3.28,0.13,8.56,0.45,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91,0.02,3.0,4.27,0.23,8.68,0.2,572.0,1.34,57.83,16.0,5,11.89
716,NORE STENE,NOR,12.35,0.83,2.0,5.55,0.07,6.95,0.54,485.0,10.18,0.73,2.0,4.2,0.14,5.98,0.87,653.0,11.27,0.09,2.0,4.15,0.07,7.12,0.02,623.5,10.37,0.8,2.0,4.75,0.07,5.77,0.66,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,0.48,3.0,4.53,0.46,8.89,0.04,427.0,1.42,57.559999999999995,11.0,5,11.68
428,JHOSSUA CORRALES,CRC,11.82,1.25,2.0,4.4,0.14,7.52,0.97,594.0,10.2,1.27,2.0,3.45,0.07,6.75,1.2,650.5,10.83,0.05,2.0,3.6,0.14,7.23,0.09,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.92,0.18,2.0,3.45,0.07,7.48,0.11,636.0,13.62,0.05,3.0,4.8,0.0,8.82,0.05,336.0,1.47,57.39,11.0,5,11.67
895,THOMAS ROBERTS,GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55,0.0,1.0,3.6,0.0,8.95,0.0,281.5,12.25,0.0,1.0,4.1,0.0,8.15,0.0,490.5,7.6,0.0,1.0,4.1,0.0,3.5,0.0,679.0,12.2,0.0,1.0,4.5,0.0,7.7,0.0,468.0,12.5,0.0,1.0,4.0,0.0,8.8,0.0,630.0,2.14,57.099999999999994,5.0,5,11.42
410,JAN GWYNN TIMBANG,PHI,12.3,0.0,1.0,4.3,0.0,8.0,0.0,496.5,11.53,0.0,1.0,4.1,0.0,7.43,0.0,539.5,11.03,0.0,1.0,3.7,0.0,7.33,0.0,643.0,11.27,0.0,1.0,4.4,0.0,6.87,0.0,490.0,10.97,0.0,1.0,3.9,0.0,7.07,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,57.099999999999994,5.0,5,11.42
976,ZAC LIEW,SIN,12.08,0.49,2.0,4.5,0.28,7.58,0.21,554.0,10.78,0.59,2.0,3.3,0.28,7.48,0.31,624.0,10.93,0.05,2.0,3.55,0.07,7.38,0.12,653.0,11.4,1.84,2.0,4.5,0.0,6.9,1.84,473.0,11.23,0.42,2.0,3.55,0.07,7.68,0.49,611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,56.42,10.0,5,11.28
553,LIM KAESON,SIN,12.5,0.0,1.0,4.0,0.0,8.5,0.0,442.0,10.77,0.66,2.0,3.35,0.21,7.42,0.45,626.0,11.27,0.0,1.0,3.3,0.0,7.97,0.0,625.0,11.87,0.47,2.0,4.9,0.28,6.97,0.19,379.0,9.89,1.9,2.0,3.55,0.07,6.34,1.97,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,56.3,8.0,5,11.1
941,WILFRY CONTRERAS,DOM,10.65,0.73,3.0,4.83,0.87,5.85,0.82,692.0,11.61,0.39,3.0,4.3,0.0,7.31,0.39,526.0,11.32,1.05,3.0,4.0,0.61,7.32,0.82,617.0,9.18,0.47,3.0,3.5,0.46,5.78,0.28,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.84,3.0,5.07,0.23,8.33,0.55,436.0,1.54,56.129999999999995,15.0,5,11.23
513,KHO TONG-YU,SIN,12.2,0.0,1.0,4.1,0.0,8.1,0.0,529.0,11.63,0.0,1.0,3.5,0.0,8.13,0.0,522.5,11.93,0.0,1.0,3.6,0.0,8.33,0.0,544.0,11.4,0.0,1.0,3.3,0.0,8.1,0.0,472.0,8.93,0.0,1.0,3.9,0.0,5.33,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,56.089999999999996,5.0,5,11.22
761,PRADO CRISTOBAL,CHI,10.0,0.0,1.0,4.3,0.0,5.8,0.0,709.5,10.43,0.0,1.0,3.4,0.0,7.03,0.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57,0.0,1.0,3.6,0.0,6.97,0.0,583.0,11.63,0.0,1.0,4.2,0.0,7.43,0.0,573.5,13.1,0.99,2.0,4.8,0.0,8.35,0.92,519.5,1.44,55.730000000000004,6.0,5,11.47
488,KAITO SUGIMOTO,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.07,0.19,3.0,5.4,0.1,8.67,0.18,17.0,14.95,0.13,5.0,6.3,0.0,8.65,0.13,7.0,12.83,0.71,2.0,5.25,0.07,7.58,0.78,178.0,13.86,0.21,3.0,5.8,0.0,8.06,0.21,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,55.71,13.0,4,14.17
176,COURTNEY TULLOCH,GBR,13.35,0.87,6.0,5.55,0.14,7.9,0.78,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.74,3.0,5.6,0.2,7.44,0.56,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.59,0.18,20.0,6.13,0.05,8.46,0.2,11.0,14.15,0.52,29.0,5.77,0.2,8.43,0.58,94.0,0.65,55.13,58.0,4,14.16
763,PUNYAPAT BOONPATHAM,THA,10.9,0.0,1.0,4.4,0.0,6.5,0.0,679.0,10.7,0.0,1.0,2.8,0.0,7.9,0.0,629.0,11.63,0.0,1.0,4.0,0.0,7.63,0.0,587.0,10.83,0.0,1.0,4.3,0.0,6.53,0.0,561.0,11.07,0.0,1.0,3.9,0.0,7.17,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,55.13,5.0,5,11.03
935,WEERAPAT CHUAISOM,THA,10.87,1.08,2.0,4.4,0.0,6.47,1.08,683.0,11.63,0.94,2.0,3.7,0.28,7.93,0.66,520.0,11.54,0.67,3.0,4.23,0.12,7.31,0.64,598.0,10.13,0.33,3.0,3.6,0.62,6.53,0.84,611.0,10.53,0.57,2.0,3.5,0.42,7.18,0.07,654.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,54.7,12.0,5,10.92
182,DAIKI HIDAKA,JPN,13.0,0.0,1.0,5.3,0.0,8.0,0.0,277.0,13.98,0.12,2.0,5.4,0.0,8.58,0.12,21.0,14.17,0.0,1.0,5.6,0.0,8.57,0.0,43.0,13.5,0.71,2.0,5.6,0.28,7.9,0.42,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,54.65,6.0,4,13.69
338,HANSOL KIM,KOR,14.21,0.58,6.0,6.0,0.0,8.21,0.58,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.87,0.14,2.0,5.65,0.07,8.22,0.21,89.0,12.35,0.64,2.0,4.85,0.07,7.5,0.71,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,0.63,12.0,5.4,0.27,8.84,0.48,101.0,0.77,54.56,22.0,4,13.97
939,WEIDE SU,CHN,14.12,0.57,5.0,6.02,0.26,8.12,0.43,21.0,13.42,1.52,6.0,5.75,0.35,7.67,1.19,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,2.19,2.0,5.2,0.57,7.25,1.63,251.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,0.23,3.0,5.6,0.0,8.99,0.19,15.0,1.27,54.50999999999999,16.0,4,13.72
159,CHRISTIAN BAUMANN,SUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57,0.26,4.0,5.35,0.17,8.22,0.33,48.0,13.82,0.49,3.0,5.9,0.0,7.92,0.49,104.0,13.5,0.0,1.0,5.3,0.0,8.2,0.0,65.5,13.59,0.1,4.0,5.2,0.0,8.39,0.1,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,54.480000000000004,12.0,4,13.63
340,HAO YOU,CHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92,1.86,2.0,5.2,0.14,6.72,1.72,465.0,14.19,1.05,4.0,6.58,0.15,7.62,0.95,42.0,13.52,0.16,2.0,5.6,0.28,7.92,0.12,62.0,14.73,0.12,6.0,6.57,0.1,8.16,0.16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,54.36,14.0,4,14.0
106,BENJAMIN OSBERGER,FRA,13.78,0.64,17.0,5.51,0.2,8.3,0.59,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91,0.55,17.0,5.68,0.15,8.23,0.56,34.0,13.0,0.14,2.0,4.3,0.0,8.7,0.14,224.0,13.64,0.37,3.0,4.8,0.0,9.01,0.27,325.0,0.59,54.33,39.0,4,13.79
960,YEN CHANG HUANG,TPE,13.53,0.0,1.0,5.1,0.0,8.53,0.0,109.0,13.27,0.05,2.0,4.65,0.07,8.62,0.12,93.0,13.43,0.19,2.0,4.8,0.0,8.63,0.19,175.5,13.93,0.0,1.0,5.4,0.0,8.53,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,54.16,6.0,4,13.48
224,DOMINIC TAMSEL,SUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.68,0.12,2.0,5.3,0.0,8.38,0.12,37.0,13.97,0.24,4.0,5.65,0.17,8.32,0.37,69.0,13.29,0.37,3.0,5.3,0.17,7.99,0.38,100.0,13.21,0.12,3.0,4.53,0.06,8.68,0.13,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,54.15,12.0,4,13.56
342,HARRY HEPWORTH,GBR,13.7,0.74,14.0,6.18,0.17,7.64,0.58,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08,2.3,2.0,4.9,0.57,7.18,1.73,524.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.67,0.37,12.0,5.38,0.34,8.29,0.28,80.0,14.55,0.46,31.0,5.57,0.1,9.02,0.41,13.0,0.82,54.0,59.0,4,14.09
92,ATIPAT SUWASERM,THA,11.1,0.0,1.0,4.4,0.0,6.7,0.0,666.5,11.23,0.0,1.0,3.4,0.0,7.83,0.0,573.0,11.77,0.0,1.0,3.6,0.0,8.17,0.0,565.5,9.73,0.0,1.0,3.7,0.0,6.03,0.0,628.5,10.07,0.0,1.0,3.5,0.0,6.57,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,53.9,5.0,5,10.78
843,SEBASTIAN SUE,PAN,11.58,1.15,2.0,4.8,0.14,6.93,1.08,620.0,9.67,0.0,1.0,2.9,0.0,6.77,0.0,666.0,9.11,2.04,2.0,4.45,0.21,4.66,1.83,689.0,8.62,2.95,2.0,2.85,0.07,7.27,0.75,667.0,3.77,0.0,1.0,2.5,0.0,4.57,0.0,699.0,11.13,0.0,1.0,4.0,0.0,7.43,0.0,670.0,2.73,53.88,9.0,6,9.24
956,YAZAN AL SOULIMAN,SYR,11.1,0.38,2.0,4.8,0.0,6.3,0.38,668.0,10.62,0.49,2.0,3.4,0.0,7.22,0.49,634.0,12.1,0.19,2.0,4.0,0.0,8.1,0.19,519.5,9.57,1.46,2.0,4.3,0.57,5.27,0.9,636.0,10.4,0.85,2.0,3.35,0.07,7.2,0.71,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,53.79,10.0,5,10.76
610,MATHIAS PHILIPPE,FRA,13.18,0.83,3.0,5.33,0.12,7.92,0.77,212.5,13.36,0.47,11.0,5.55,0.13,7.81,0.37,77.0,13.53,0.84,9.0,5.78,0.35,7.75,0.55,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.48,0.56,7.0,5.43,0.19,8.05,0.41,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,53.55,30.0,4,13.42
7,ACHRAF QUISTAS,MAR,11.25,0.54,2.0,4.95,0.07,6.75,0.83,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,0.0,1.0,3.6,0.0,6.27,0.0,684.0,9.07,0.0,1.0,3.5,0.0,5.57,0.0,656.0,9.77,0.0,1.0,3.6,0.0,6.17,0.0,678.0,13.41,0.43,4.0,4.4,0.46,9.01,0.05,408.0,1.84,53.36999999999999,9.0,5,11.65
619,MATTHEW KAPP,KGZ,11.2,0.0,1.0,4.6,0.0,6.7,0.0,656.0,10.94,0.55,2.0,3.75,0.21,7.19,0.77,611.0,11.5,0.71,2.0,4.2,0.0,7.3,0.71,603.0,8.31,2.06,3.0,2.9,0.17,6.41,0.39,671.0,11.4,0.35,3.0,3.63,0.15,7.77,0.34,599.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,53.35,11.0,5,10.47
362,IBRAHIM COLAK,TUR,13.25,0.0,1.0,5.0,0.0,8.25,0.0,187.0,12.5,0.0,1.0,4.5,0.0,8.0,0.0,299.0,12.96,1.12,2.0,4.9,0.0,8.06,1.12,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.34,15.0,6.09,0.06,8.5,0.36,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,53.31,19.0,4,14.25
377,ISRAEL FERNANDO CHIRIBOGA GUERRERO,ECU,12.57,0.0,1.0,4.6,0.0,8.07,0.0,428.0,4.03,0.0,1.0,2.3,0.0,5.73,0.0,686.0,11.0,0.0,1.0,4.4,0.0,6.6,0.0,646.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73,0.0,1.0,3.3,0.0,8.43,0.0,560.5,13.87,0.0,1.0,4.8,0.0,9.07,0.0,200.5,3.84,53.199999999999996,5.0,5,10.64
972,YUNUS GUNDOGDU,TUR,12.42,0.78,2.0,5.15,0.21,7.27,0.57,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.26,0.54,4.0,5.2,0.16,8.06,0.38,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,0.58,6.0,5.75,0.23,7.96,0.41,72.0,13.49,0.47,7.0,5.03,0.21,8.49,0.52,384.0,0.63,52.88,19.0,4,13.4
102,BART DEURLOO,NED,11.27,0.0,1.0,4.3,0.0,7.27,0.0,647.0,14.1,0.0,1.0,5.8,0.0,8.3,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,1.0,5.2,0.0,8.1,0.0,139.5,14.1,0.0,1.0,5.2,0.0,8.9,0.0,109.0,1.34,52.77,4.0,4,13.19
603,MARTIJN VEER,NED,13.37,0.0,1.0,5.2,0.0,8.17,0.0,152.0,12.33,0.0,1.0,4.9,0.0,7.43,0.0,342.5,13.3,0.0,1.0,4.7,0.0,8.6,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,1.0,4.8,0.0,8.8,0.0,347.0,0.56,52.6,4.0,4,13.15
615,MATT BURGOYNE,USA,13.35,0.0,1.0,5.1,0.0,8.25,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.55,0.0,1.0,4.9,0.0,8.65,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,1.0,4.2,0.0,8.1,0.0,441.0,13.4,0.0,1.0,4.8,0.0,8.6,0.0,415.0,0.57,52.6,4.0,4,13.15
75,ARES FEDERICI,ITA,13.33,0.0,1.0,6.2,0.0,7.43,0.0,163.5,13.03,0.0,1.0,4.8,0.0,8.23,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,1.0,5.1,0.0,7.7,0.0,304.0,13.38,0.73,2.0,4.6,0.85,8.88,0.12,430.0,0.45,52.54,5.0,4,13.18
594,MARCO SARRUGERIO,ITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,1.0,4.4,0.0,8.4,0.0,220.5,14.05,0.51,4.0,5.72,0.15,8.32,0.36,57.0,11.49,0.65,2.0,4.55,0.07,6.94,0.58,462.0,14.12,0.37,3.0,5.93,0.06,8.19,0.34,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,52.46,10.0,4,13.43
962,YO SEOP JEON,KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,0.8,2.0,5.0,0.14,7.23,0.94,373.0,13.8,0.0,1.0,5.0,0.0,8.8,0.0,107.0,13.41,0.59,3.0,5.5,0.2,7.91,0.49,79.0,12.97,0.28,2.0,4.9,0.0,8.07,0.28,234.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,52.41,8.0,4,13.05
577,LUKE ESPARO,USA,13.6,0.0,1.0,5.4,0.0,8.2,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,0.0,1.0,4.2,0.0,7.25,0.0,608.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,1.0,5.4,0.0,7.7,0.0,190.0,14.2,0.0,1.0,5.2,0.0,9.1,0.0,83.0,1.18,52.349999999999994,4.0,4,13.09
36,ALEKSANDR KARTSEV,RUS,13.0,0.0,1.0,5.8,0.0,7.2,0.0,277.0,12.03,0.0,1.0,5.4,0.0,6.63,0.0,440.0,13.95,0.49,2.0,5.75,0.21,8.2,0.28,73.0,13.2,0.0,1.0,5.7,0.0,7.5,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,52.18000000000001,5.0,4,13.23
356,HYUNBAE KAN,KOR,13.83,0.0,1.0,5.9,0.0,7.93,0.0,51.0,13.3,0.0,1.0,4.5,0.0,8.8,0.0,86.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,1.0,4.6,0.0,7.5,0.0,495.0,12.77,0.0,1.0,5.2,0.0,7.87,0.0,599.0,0.74,52.0,4.0,4,13.0
636,MERT EFE KILICER,TUR,12.6,0.0,1.0,5.2,0.0,7.4,0.0,418.0,12.9,0.67,5.0,4.9,0.12,8.0,0.7,185.0,13.37,0.09,2.0,4.8,0.14,8.57,0.24,187.0,12.98,0.13,3.0,4.93,0.06,8.04,0.17,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,51.849999999999994,11.0,4,12.98
108,BERNARDO MIRANDA,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06,0.16,3.0,5.3,0.0,8.76,0.16,18.0,13.6,0.52,3.0,5.43,0.29,8.17,0.58,140.0,12.53,0.09,2.0,4.75,0.64,7.78,0.54,234.0,11.5,0.0,1.0,3.9,0.0,7.6,0.0,590.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,51.69,9.0,4,13.28
234,EDDIE PENEV,BUL,13.91,0.52,5.0,5.76,0.09,8.21,0.4,41.0,13.19,0.06,2.0,4.65,0.07,8.54,0.01,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,0.0,1.0,4.9,0.0,5.55,0.0,589.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.09,0.51,6.0,5.0,0.33,9.09,0.2,119.0,1.06,51.64,14.0,4,13.64
454,JORGE RUBIO,ESP,12.51,1.01,4.0,4.97,0.22,7.53,0.85,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,0.42,2.0,4.7,0.14,8.05,0.28,194.0,12.95,0.05,3.0,4.7,0.0,8.25,0.05,242.0,13.4,0.38,2.0,4.6,0.85,8.85,0.4,423.0,0.67,51.60999999999999,11.0,4,12.84
580,LUUK HUERNINK,NED,12.87,0.0,1.0,5.3,0.0,7.57,0.0,330.0,12.6,0.0,1.0,4.6,0.0,8.0,0.0,260.5,12.13,0.0,1.0,4.7,0.0,7.43,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,1.0,4.8,0.0,9.0,0.0,241.0,0.7,51.400000000000006,4.0,4,12.85
114,BOTOND KARDOS,HUN,13.09,1.41,7.0,5.2,0.41,7.99,0.93,249.0,12.41,1.42,4.0,4.72,0.56,7.68,0.87,322.0,12.65,1.73,6.0,5.15,0.08,7.5,1.68,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16,0.85,7.0,4.34,0.75,8.82,0.55,506.0,1.31,51.31,24.0,4,12.89
546,LEONARD PRUGEL,GE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,0.0,1.0,5.3,0.0,6.25,0.0,536.0,13.75,0.0,1.0,5.1,0.0,8.65,0.0,113.5,12.8,0.0,1.0,5.0,0.0,7.8,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,1.0,5.2,0.0,7.9,0.0,524.5,0.92,51.2,4.0,4,12.8
269,EVAN MANIVONG,USA,13.68,0.42,3.0,5.6,0.0,8.12,0.45,79.0,12.93,0.64,3.0,4.67,0.12,8.27,0.58,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23,3.61,3.0,4.23,0.65,7.0,1.31,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.17,0.33,3.0,5.2,0.0,9.0,0.31,89.0,2.24,51.010000000000005,12.0,4,12.75
101,BALAZS KISS,HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,0.76,5.0,4.9,0.2,7.42,0.75,347.0,12.53,0.0,1.0,4.3,0.0,8.23,0.0,425.0,12.83,0.8,6.0,5.27,0.29,7.56,0.52,179.0,13.26,0.23,10.0,5.0,0.21,8.26,0.3,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,50.94,22.0,4,12.9
44,ALI AL MOBIREEK,KSA,11.23,0.0,1.0,3.3,0.0,7.93,0.0,652.0,10.6,0.0,1.0,3.3,0.0,7.3,0.0,635.5,11.27,0.0,1.0,3.6,0.0,7.67,0.0,621.5,6.63,0.0,1.0,3.0,0.0,3.63,0.0,688.5,11.2,0.0,1.0,3.5,0.0,7.7,0.0,614.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,50.92999999999999,5.0,5,10.19
564,LUCAS BITENCOURT,BRA,12.25,0.0,1.0,5.1,0.0,7.15,0.0,512.5,14.01,0.36,2.0,5.55,0.21,8.46,0.15,19.0,11.45,0.0,1.0,4.9,0.0,6.55,0.0,608.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,1.0,5.2,0.0,7.9,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,50.809999999999995,5.0,4,12.96
279,FAVIAN VALDEZ,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,1.0,4.9,0.0,7.7,0.0,260.5,12.7,0.0,1.0,5.1,0.0,7.6,0.0,383.0,12.7,0.0,1.0,5.2,0.0,7.5,0.0,204.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55,0.0,1.0,4.8,0.0,7.75,0.0,623.5,0.07,50.55,4.0,4,12.64
862,SONGHYOK PAK,PRK,11.33,0.0,1.0,3.2,0.0,8.43,0.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,1.0,6.1,0.0,7.57,0.0,188.0,12.33,0.0,1.0,4.9,0.0,7.43,0.0,273.5,13.5,0.0,1.0,5.7,0.0,7.8,0.0,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,50.53,4.0,4,12.63
309,GABRIEL BARBOSA,BRA,11.85,0.0,1.0,5.2,0.0,6.65,0.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,5.2,0.0,7.8,0.0,299.5,12.53,0.98,3.0,5.4,0.17,7.13,1.13,235.0,13.12,0.04,2.0,5.25,0.35,7.88,0.32,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,50.5,7.0,4,12.67
896,TIKUMPORN SURINTORNTA,THA,12.93,1.6,5.0,5.74,0.09,7.25,1.57,308.0,11.23,0.61,2.0,4.0,0.0,7.23,0.61,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,0.46,4.0,5.0,0.34,7.32,0.74,436.0,13.94,0.41,12.0,5.2,0.0,8.77,0.4,167.0,1.19,50.42,23.0,4,13.2
913,TYLER SHIMIZU,USA,13.08,0.23,3.0,5.07,0.12,8.12,0.2,251.0,12.1,0.0,1.0,4.1,0.0,8.0,0.0,411.5,13.02,0.1,3.0,4.7,0.0,8.32,0.1,295.0,12.12,0.99,3.0,4.57,0.58,7.55,1.05,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,50.32,10.0,4,12.68
195,DANIEL VILLAFANE,ARG,12.65,0.31,2.0,4.65,0.35,8.0,0.05,403.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,1.0,3.9,0.0,5.9,0.0,625.5,14.01,0.21,5.0,5.96,0.09,8.05,0.15,42.0,13.82,0.41,9.0,5.2,0.0,8.66,0.32,225.0,1.09,50.28,17.0,4,13.5
