,name,Country,UB_mean_score,UB_std,UB_count,UB_D_mean_score,UB_D_std,UB_E_mean_score,UB_E_std,UB_rank,BB_mean_score,BB_std,BB_count,BB_D_mean_score,BB_D_std,BB_E_mean_score,BB_E_std,BB_rank,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
404,LAHNA SALEM,ALG,10.36,0.5,6.0,4.4,0.32,5.96,0.47,489.0,10.39,0.33,3.0,4.13,0.45,6.26,0.18,507.0,10.56,0.65,3.0,4.17,0.06,6.56,0.43,605.0,12.15,0.16,2.0,3.6,0.0,8.55,0.16,439.0,0.76,43.46,14.0,4,10.66
376,KATRINA JUREVICA,LAT,9.7,0.0,1.0,1.9,0.0,7.8,0.0,559.5,10.42,0.68,3.0,4.6,0.0,5.82,0.68,502.0,11.12,0.23,3.0,4.33,0.15,6.82,0.21,523.0,12.22,0.67,12.0,3.95,0.31,8.31,0.42,417.0,1.03,43.459999999999994,19.0,4,11.63
333,JESS ADAMSON,GBR,11.3,0.0,1.0,3.7,0.0,7.6,0.0,364.5,9.7,0.0,1.0,4.3,0.0,5.4,0.0,592.5,10.45,0.0,1.0,4.0,0.0,6.45,0.0,611.5,12.0,0.0,1.0,3.6,0.0,8.4,0.0,483.5,1.0,43.45,4.0,4,10.86
153,CECILIE BERGHOLT,DEN,11.3,0.0,1.0,3.4,0.0,7.9,0.0,364.5,9.73,0.0,1.0,4.2,0.0,5.53,0.0,587.0,10.57,0.0,1.0,4.3,0.0,6.27,0.0,604.0,11.83,0.0,1.0,3.4,0.0,8.43,0.0,521.5,0.91,43.43,4.0,4,10.86
552,NATALIA DELGADO,PUR,10.32,0.81,2.0,3.55,0.92,6.78,0.11,495.0,11.21,0.17,3.0,4.5,0.0,6.71,0.17,365.0,10.89,1.05,2.0,4.6,0.14,6.29,0.91,562.0,10.98,0.42,3.0,3.2,0.0,8.11,0.18,609.0,0.59,43.400000000000006,10.0,4,10.9
348,JULIA KACZMAREK,GBR,10.25,0.0,1.0,3.5,0.0,6.75,0.0,505.0,9.7,0.0,1.0,4.3,0.0,5.4,0.0,592.5,11.75,0.0,1.0,4.2,0.0,7.55,0.0,336.5,11.7,0.0,1.0,3.2,0.0,8.5,0.0,553.0,1.04,43.4,4.0,4,10.85
131,CAITLIN LOCHHEAD,GBR,8.85,0.0,1.0,3.0,0.0,5.85,0.0,608.0,10.8,0.0,1.0,4.4,0.0,6.4,0.0,448.5,11.65,0.0,1.0,4.5,0.0,7.15,0.0,372.0,12.1,0.0,1.0,3.4,0.0,8.7,0.0,449.5,1.44,43.4,4.0,4,10.85
290,GULNAZ JUMABEKOVA,UZB,9.6,1.12,4.0,3.55,0.37,6.05,1.49,569.0,10.07,0.75,6.0,4.67,0.15,5.42,0.8,547.0,11.38,0.42,7.0,4.57,0.19,6.81,0.28,447.0,12.32,0.56,22.0,3.91,0.3,8.44,0.45,384.0,1.21,43.370000000000005,39.0,4,11.53
371,KATE MOLLOY,IRL,10.2,0.09,2.0,3.65,1.06,6.55,0.97,513.0,10.33,1.23,2.0,4.55,0.07,5.78,1.3,513.5,10.7,0.0,1.0,3.9,0.0,6.8,0.0,592.0,12.1,0.71,2.0,3.7,0.71,8.4,0.0,449.5,1.04,43.33,7.0,4,10.85
539,MISELLA ANTILA,FIN,9.43,0.0,1.0,4.2,0.0,5.73,0.0,580.0,11.47,0.28,2.0,4.25,0.07,7.22,0.21,305.5,10.53,0.05,2.0,4.45,0.21,6.28,0.02,607.0,11.87,0.0,1.0,3.2,0.0,8.67,0.0,514.5,0.9,43.3,6.0,4,10.88
88,ANTONIA MARIHUAN,CHI,10.98,0.21,2.0,4.6,0.0,6.38,0.21,406.0,8.85,0.54,2.0,3.65,0.49,5.3,0.05,645.0,11.23,0.0,1.0,4.1,0.0,7.13,0.0,490.0,12.17,0.0,1.0,4.2,0.0,7.97,0.0,429.0,1.38,43.23,6.0,4,10.51
195,DASOL CHOI,KOR,8.77,0.0,1.0,4.2,0.0,4.57,0.0,611.0,11.67,0.0,1.0,4.2,0.0,7.47,0.0,263.5,10.77,0.0,1.0,4.3,0.0,6.57,0.0,584.0,12.0,0.0,1.0,3.4,0.0,8.6,0.0,483.5,1.45,43.209999999999994,4.0,4,10.8
283,GETSEMARY MARTINEZ,VEN,10.6,0.0,1.0,2.4,0.0,8.2,0.0,464.0,9.7,0.0,1.0,4.0,0.0,5.7,0.0,592.5,11.3,0.0,1.0,4.0,0.0,7.3,0.0,471.5,11.6,0.0,1.0,3.8,0.0,7.8,0.0,568.5,0.84,43.199999999999996,4.0,4,10.8
53,ANA PATRICIA FUENTES DE LA CRUZ,DOM,10.87,0.0,1.0,3.3,0.0,7.57,0.0,420.0,9.87,0.0,1.0,3.7,0.0,6.17,0.0,577.0,11.13,0.0,1.0,3.9,0.0,7.23,0.0,517.5,11.33,0.0,1.0,3.6,0.0,7.83,0.0,591.5,0.65,43.199999999999996,4.0,4,10.8
432,LIA SOBRAL,POR,10.63,0.0,1.0,4.0,0.0,6.63,0.0,459.0,8.73,0.0,1.0,4.2,0.0,4.53,0.0,651.5,11.7,0.0,1.0,4.1,0.0,7.6,0.0,350.5,12.07,0.0,1.0,3.6,0.0,8.47,0.0,463.0,1.5,43.129999999999995,4.0,4,10.78
476,MAGGIE MAY SHEPHERD,GBR,9.15,0.0,1.0,3.0,0.0,6.15,0.0,597.5,10.3,0.0,1.0,4.0,0.0,6.3,0.0,517.5,11.3,0.0,1.0,4.3,0.0,7.1,0.0,471.5,12.35,0.0,1.0,3.6,0.0,8.85,0.0,380.0,1.37,43.1,4.0,4,10.78
490,MANE POGHOSYAN,ARM,10.03,0.0,1.0,4.0,0.0,6.03,0.0,528.0,10.47,0.0,1.0,4.4,0.0,6.07,0.0,489.5,11.4,0.0,1.0,4.2,0.0,7.6,0.0,440.0,11.18,0.31,2.0,3.5,0.42,7.78,0.73,602.5,0.6,43.08,5.0,4,10.85
498,MARIA MENEZES,POR,9.47,0.0,1.0,4.5,0.0,4.97,0.0,577.0,9.33,0.0,1.0,4.4,0.0,4.93,0.0,617.0,11.43,0.0,1.0,4.5,0.0,7.03,0.0,429.0,12.83,0.0,1.0,4.2,0.0,8.63,0.0,216.5,1.68,43.06,4.0,4,10.76
783,ZI XUAN SHANDY POH,SGP,9.17,1.04,2.0,3.6,0.0,5.57,1.04,596.0,11.05,0.31,2.0,4.4,0.0,6.8,0.09,404.0,11.18,0.12,2.0,4.15,0.07,7.08,0.02,505.0,11.57,0.0,1.0,3.0,0.0,8.57,0.0,573.0,1.1,42.97,7.0,4,10.62
737,VALERIA DANIELA ARRAIZ REYES,VEN,11.17,0.0,1.0,4.2,0.0,6.97,0.0,379.0,8.73,0.0,1.0,3.7,0.0,5.03,0.0,651.5,10.93,0.0,1.0,4.2,0.0,6.73,0.0,555.5,12.07,0.0,1.0,3.6,0.0,8.47,0.0,461.0,1.42,42.9,4.0,4,10.72
390,KIARA AIESHA VICTORIA RICHMON,JAM,10.23,0.0,1.0,3.6,0.0,6.63,0.0,507.0,10.4,0.0,1.0,4.1,0.0,6.3,0.0,503.0,11.13,0.0,1.0,4.3,0.0,6.83,0.0,517.5,11.1,0.0,1.0,3.2,0.0,7.9,0.0,606.0,0.47,42.86000000000001,4.0,4,10.72
72,ANI GOBADZE,GEO,9.99,0.93,3.0,3.53,0.29,6.45,0.83,533.0,10.13,0.92,5.0,4.42,0.27,5.77,1.04,542.0,10.67,0.77,5.0,4.08,0.32,6.67,0.41,595.0,12.06,0.49,4.0,3.6,0.0,8.56,0.36,464.0,1.08,42.85,17.0,4,10.72
625,SAARA KOKKO,FIN,9.97,0.0,1.0,4.1,0.0,5.87,0.0,535.0,9.73,0.0,1.0,4.7,0.0,5.03,0.0,587.0,11.17,1.13,2.0,4.45,0.21,6.87,0.71,510.0,11.97,0.0,1.0,3.4,0.0,8.57,0.0,494.5,1.09,42.84,5.0,4,10.8
393,KIRSTY FOWLER,GBR,9.7,0.0,1.0,4.1,0.0,5.9,0.0,559.5,9.9,0.0,1.0,4.6,0.0,5.3,0.0,571.5,10.7,0.0,1.0,4.2,0.0,6.8,0.0,592.0,12.52,0.81,2.0,3.8,0.57,8.73,0.25,328.0,1.44,42.82,5.0,4,11.07
598,POPPY WOODHEAD,GBR,9.65,0.0,1.0,2.1,0.0,7.55,0.0,563.0,9.6,0.0,1.0,4.1,0.0,5.6,0.0,599.5,10.9,0.0,1.0,4.0,0.0,7.3,0.0,560.0,12.65,0.0,1.0,3.6,0.0,9.05,0.0,285.0,1.43,42.8,4.0,4,10.7
629,SACHA BAILEY,GBR,9.82,0.53,2.0,3.3,0.0,6.52,0.53,545.0,10.6,0.0,2.0,4.4,0.28,6.2,0.28,473.5,10.72,0.88,2.0,4.3,0.14,6.48,0.95,588.0,11.65,0.64,4.0,3.5,0.12,8.22,0.64,561.5,0.89,42.79,10.0,4,10.89
564,NIKA KUKULJAN FRLETA,CRO,10.43,0.38,2.0,3.6,0.14,6.83,0.52,480.0,9.95,1.26,5.0,4.72,0.2,5.29,1.36,563.0,10.66,1.14,5.0,4.66,0.18,6.26,0.86,598.0,11.72,0.1,3.0,3.13,0.12,8.59,0.11,550.0,1.12,42.76,15.0,4,10.6
479,MAISIE LLOYD JONES,GBR,11.05,0.0,1.0,2.7,0.0,8.35,0.0,400.0,8.1,0.0,1.0,3.5,0.0,4.6,0.0,666.0,10.95,0.0,1.0,4.0,0.0,6.95,0.0,550.5,12.65,0.0,1.0,3.6,0.0,9.05,0.0,285.0,1.89,42.75,4.0,4,10.69
641,SARA JACOBSEN,DEN,9.6,0.0,1.0,1.4,0.0,8.2,0.0,567.5,9.27,0.0,1.0,3.6,0.0,5.67,0.0,621.5,11.17,0.0,1.0,4.2,0.0,6.97,0.0,510.0,12.67,0.0,2.0,4.2,0.0,8.47,0.0,278.0,1.62,42.71,5.0,4,11.08
12,AGNES SUTO,ISL,9.82,0.97,2.0,3.8,0.14,6.02,0.83,547.0,9.15,1.72,2.0,3.7,0.14,5.45,1.86,630.0,11.43,0.33,2.0,4.0,0.14,7.43,0.19,429.0,12.3,1.04,2.0,3.7,0.71,8.6,0.33,394.5,1.59,42.7,8.0,4,10.68
263,FAUSTINA PASCUCCI OSIROFF,ARG,11.0,0.0,1.0,3.9,0.0,7.1,0.0,404.0,10.07,0.0,1.0,3.6,0.0,6.47,0.0,549.5,11.23,0.0,1.0,3.7,0.0,7.63,0.0,490.0,10.37,1.08,3.0,3.27,0.12,8.53,0.06,615.0,0.82,42.669999999999995,6.0,4,10.57
185,COURTNEY DUNBAR,GBR,9.3,0.0,1.0,1.7,0.0,7.6,0.0,588.5,10.3,0.0,1.0,3.9,0.0,6.4,0.0,517.5,11.2,0.0,1.0,3.9,0.0,7.3,0.0,500.0,11.85,0.0,1.0,3.2,0.0,8.65,0.0,518.5,1.11,42.65,4.0,4,10.66
341,JOANA DE FREITAS,MON,9.67,0.99,2.0,3.45,0.07,6.22,0.92,561.0,10.06,0.67,4.0,4.1,0.29,5.98,0.49,551.0,10.88,0.4,4.0,4.1,0.0,6.78,0.4,564.0,12.0,0.59,3.0,3.53,0.58,8.53,0.06,490.0,1.02,42.61,13.0,4,10.7
166,CHEUK LAM CHAN,HKG,8.2,0.0,1.0,0.9,0.0,7.3,0.0,624.0,11.24,0.84,8.0,4.31,0.35,6.93,0.73,357.0,11.09,0.38,6.0,3.63,0.37,7.46,0.14,529.0,12.03,0.13,8.0,3.5,0.11,8.53,0.13,475.0,0.95,42.559999999999995,23.0,4,11.34
262,FATMA ZOHRA BOUKHATEM,ALG,10.57,0.0,1.0,3.0,0.0,7.57,0.0,467.0,8.5,0.0,1.0,4.2,0.0,4.3,0.0,660.0,11.47,0.0,1.0,4.5,0.0,6.97,0.0,414.5,12.0,0.0,2.0,3.6,0.0,8.4,0.0,483.5,1.47,42.54,5.0,4,10.91
164,CHARLOTTE CASSIDY,GBR,10.0,0.0,1.0,4.4,0.0,5.6,0.0,531.5,10.2,0.0,1.0,4.5,0.0,6.3,0.0,531.0,10.3,0.0,1.0,4.4,0.0,6.2,0.0,624.0,11.95,0.0,1.0,3.2,0.0,8.75,0.0,498.0,0.9,42.45,4.0,4,10.61
530,MILANA MINAKOVSKAYA,AZE,10.13,1.39,6.0,4.3,0.31,5.83,1.2,516.0,9.65,1.12,6.0,4.58,0.1,5.07,1.05,596.0,11.17,0.78,5.0,4.28,0.04,7.03,0.64,507.0,11.5,0.0,1.0,3.2,0.0,8.3,0.0,579.5,1.25,42.45,18.0,4,10.34
607,RAN WU,CHN,14.0,0.0,1.0,5.9,0.0,8.1,0.0,18.0,14.63,0.0,2.0,6.2,0.14,8.43,0.14,1.0,13.77,0.09,2.0,5.65,0.07,8.12,0.02,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,42.400000000000006,5.0,3,14.16
56,ANANYA PATANAKUL,THA,10.03,0.85,2.0,4.3,0.14,5.73,0.99,528.0,9.12,0.07,2.0,3.85,0.21,5.42,0.07,633.0,11.45,0.02,2.0,4.35,0.07,7.1,0.05,423.0,11.8,1.31,3.0,3.87,0.31,8.6,0.09,533.5,1.36,42.4,9.0,4,10.73
465,MABELLE DAWSON,GBR,8.95,0.0,1.0,4.6,0.0,4.35,0.0,605.0,11.4,0.0,1.0,4.7,0.0,6.7,0.0,321.5,10.2,0.0,1.0,4.4,0.0,5.9,0.0,631.0,11.8,0.0,1.0,3.6,0.0,8.3,0.0,529.0,1.29,42.35,4.0,4,10.59
143,CARMINA CHAVEZ,ESA,9.95,0.0,1.0,1.3,0.0,8.65,0.0,537.0,8.85,0.0,1.0,4.2,0.0,4.65,0.0,644.0,11.65,0.0,1.0,3.9,0.0,7.75,0.0,372.0,11.9,0.0,1.0,3.4,0.0,8.5,0.0,509.0,1.45,42.349999999999994,4.0,4,10.59
134,CAMIL BETANCES,DOM,10.53,0.0,1.0,3.2,0.0,7.33,0.0,471.5,9.33,0.0,1.0,4.3,0.0,5.03,0.0,617.0,10.07,0.0,1.0,4.3,0.0,5.77,0.0,637.5,12.41,0.32,5.0,4.04,0.22,8.39,0.07,360.0,1.32,42.34,8.0,4,11.5
568,NINA SABIC,SRB,9.93,0.0,1.0,1.7,0.0,8.23,0.0,541.0,9.27,0.0,1.0,3.6,0.0,5.67,0.0,621.5,10.94,0.39,3.0,4.1,0.1,6.84,0.49,553.0,12.05,0.45,7.0,3.74,0.1,8.48,0.4,465.0,1.04,42.19,12.0,4,11.36
91,ARETI PAGONI,GRE,9.62,1.91,6.0,3.63,1.06,5.99,1.08,566.0,10.04,1.2,6.0,4.67,0.24,5.43,1.12,556.0,10.8,1.02,6.0,4.08,0.35,6.95,0.73,579.0,11.73,0.24,2.0,3.4,0.28,8.48,0.17,547.5,1.44,42.19,20.0,4,10.31
708,TARA VELLA CLARK,MLT,8.99,1.1,4.0,3.68,0.35,5.32,1.41,604.0,10.9,1.1,4.0,4.47,0.22,6.45,0.86,434.5,10.8,0.61,4.0,4.18,0.13,6.82,0.51,580.0,11.47,0.92,8.0,3.42,0.33,8.32,0.39,584.0,1.28,42.160000000000004,20.0,4,10.73
523,META KUNAVER,SLO,9.73,0.09,2.0,3.9,0.0,5.83,0.09,557.5,9.57,0.61,2.0,3.7,0.0,5.87,0.61,601.0,10.72,0.31,2.0,3.7,0.0,7.17,0.09,589.5,12.13,0.28,7.0,3.8,0.0,8.38,0.24,442.0,1.2,42.150000000000006,13.0,4,11.15
201,DIANA VASQUEZ,BOL,9.78,0.45,2.0,2.1,0.0,7.68,0.45,552.0,9.35,0.26,2.0,4.25,0.07,5.2,0.33,614.0,10.92,0.64,2.0,4.1,0.0,6.82,0.64,558.0,12.09,0.84,4.0,4.05,0.3,8.04,0.54,455.5,1.32,42.14,10.0,4,10.85
64,ANDY TURISKI,ISR,9.42,1.31,3.0,3.73,0.8,5.69,0.77,581.0,9.9,0.0,1.0,4.3,0.0,5.6,0.0,571.5,10.55,0.17,2.0,4.4,0.28,6.15,0.45,606.0,12.23,0.32,4.0,3.75,0.1,8.58,0.21,412.0,1.44,42.1,10.0,4,10.82
222,ELLA BORG,MLT,9.09,0.57,6.0,3.18,0.49,5.91,0.43,601.0,9.71,0.66,5.0,4.38,0.04,5.33,0.64,589.0,11.4,0.2,5.0,4.4,0.07,7.08,0.19,445.0,11.77,0.18,5.0,3.4,0.14,8.39,0.16,540.0,1.24,41.97,21.0,4,10.43
684,SOFIA SAPORITA,GBR,9.6,0.0,1.0,2.7,0.0,6.9,0.0,567.5,11.45,0.0,1.0,4.7,0.0,6.75,0.0,311.0,9.3,0.0,1.0,3.9,0.0,5.7,0.0,665.0,11.6,0.0,1.0,3.2,0.0,8.4,0.0,568.5,1.21,41.949999999999996,4.0,4,10.49
731,ULA BIKINAITE,LTU,9.95,1.2,2.0,3.55,0.07,6.55,1.06,537.0,9.85,2.52,2.0,4.15,0.21,5.75,2.24,579.0,9.85,0.4,2.0,3.6,0.0,6.25,0.4,650.0,12.28,0.17,2.0,3.7,0.14,8.58,0.02,400.0,1.54,41.93,8.0,4,10.48
387,KENNY GRACE SALOMON KALIL,ESA,10.6,0.0,1.0,2.9,0.0,7.7,0.0,464.0,10.03,0.0,1.0,4.3,0.0,5.73,0.0,557.5,11.13,0.0,1.0,3.8,0.0,7.33,0.0,517.5,10.13,0.0,1.0,3.2,0.0,6.93,0.0,618.0,0.5,41.89,4.0,4,10.47
57,ANASTASIJA ANANJEVA,LAT,9.4,0.74,3.0,3.17,0.4,6.23,0.41,582.0,9.11,1.23,4.0,4.47,0.26,4.64,1.15,634.0,11.33,0.6,5.0,4.32,0.13,7.01,0.67,462.0,12.04,0.22,13.0,3.63,0.2,8.47,0.17,470.0,1.35,41.879999999999995,25.0,4,11.11
389,KHULAN TSOGTSAIKHAN,MGL,10.0,0.0,1.0,1.4,0.0,8.6,0.0,531.5,9.27,0.0,1.0,3.6,0.0,5.67,0.0,621.5,10.77,0.0,1.0,3.3,0.0,7.47,0.0,584.0,11.83,0.19,2.0,3.4,0.28,8.43,0.09,523.0,1.13,41.87,5.0,4,10.74
606,RADOSLAVA KALAMAROVA,SVK,8.13,0.0,1.0,3.3,0.0,4.83,0.0,627.5,11.07,0.0,1.0,4.5,0.0,6.57,0.0,399.0,11.07,0.0,1.0,4.2,0.0,6.87,0.0,532.0,11.53,0.0,1.0,3.2,0.0,8.33,0.0,577.0,1.56,41.800000000000004,4.0,4,10.45
282,GETSEMARY AUXILIADORA MARTINEZ FIGUERA,VEN,11.07,0.0,1.0,3.9,0.0,7.17,0.0,394.5,7.73,0.0,1.0,4.2,0.0,3.53,0.0,671.5,10.8,0.0,1.0,4.3,0.0,6.5,0.0,576.0,11.8,0.0,1.0,3.8,0.0,8.0,0.0,529.0,1.8,41.400000000000006,4.0,4,10.35
95,ARINA OLENOVA,LAT,8.62,0.64,2.0,2.55,0.92,6.07,1.56,616.0,9.37,0.14,2.0,3.85,0.35,5.52,0.21,612.5,11.23,0.28,2.0,4.1,0.14,7.13,0.14,490.0,12.05,0.21,6.0,3.53,0.1,8.52,0.12,466.0,1.48,41.269999999999996,12.0,4,10.9
415,LAUREN DUCAS,CUB,8.18,0.88,2.0,2.95,0.92,5.22,0.04,626.0,10.58,0.46,2.0,4.5,0.0,6.08,0.46,477.5,11.0,0.14,2.0,4.15,0.07,6.85,0.07,541.0,11.45,0.49,2.0,3.4,0.0,8.05,0.49,585.0,1.42,41.209999999999994,8.0,4,10.3
760,YAQIN ZHOU,CHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.58,0.11,3.0,6.5,0.1,8.08,0.13,3.0,13.63,0.29,3.0,5.53,0.12,8.1,0.18,11.0,12.88,0.07,2.0,4.2,0.0,8.68,0.07,192.5,0.73,41.09,8.0,3,13.8
8,ADELIINA SIIKALA,FIN,6.53,0.0,1.0,3.4,0.0,3.13,0.0,641.5,11.05,0.35,2.0,4.3,0.0,6.75,0.35,401.5,10.82,0.45,2.0,4.5,0.0,6.37,0.38,573.0,12.66,0.19,7.0,4.06,0.19,8.62,0.1,279.0,1.81,41.06,12.0,4,11.57
165,CHARLOTTE HASLER,GBR,8.6,0.0,1.0,2.0,0.0,6.6,0.0,617.0,10.15,0.0,1.0,4.2,0.0,5.95,0.0,539.0,10.6,0.0,1.0,4.3,0.0,6.3,0.0,601.5,11.5,0.0,1.0,3.2,0.0,8.4,0.0,579.5,1.21,40.85,4.0,4,10.21
454,LUCIANA SOFIA UNZUETA HURTADO,BOL,8.73,0.0,1.0,3.3,0.0,5.43,0.0,614.0,9.8,0.0,1.0,4.7,0.0,5.1,0.0,582.5,10.63,0.0,1.0,3.3,0.0,7.33,0.0,600.0,11.23,0.0,1.0,3.2,0.0,8.03,0.0,597.0,1.08,40.39,4.0,4,10.1
632,SALSABILA HADI PAMUNGKAS,INA,9.2,0.0,1.0,1.9,0.0,7.3,0.0,594.0,10.13,0.0,1.0,4.2,0.0,5.93,0.0,541.0,10.33,0.0,1.0,4.1,0.0,6.23,0.0,622.0,10.72,1.25,2.0,3.3,0.14,8.42,0.02,612.0,0.88,40.379999999999995,5.0,4,10.22
112,BAASANSUREN PUREVSUREN,MGL,9.0,0.0,1.0,3.6,0.0,5.4,0.0,602.5,9.13,0.0,1.0,4.2,0.0,4.93,0.0,631.5,10.43,0.0,1.0,4.3,0.0,6.13,0.0,614.0,11.78,0.35,2.0,3.4,0.28,8.43,0.0,538.0,1.37,40.34,5.0,4,10.42
635,SAMIRA GAHRAMANOVA,AZE,7.37,0.0,1.0,2.8,0.0,4.57,0.0,634.0,10.32,0.74,13.0,4.48,0.15,5.84,0.72,515.0,10.8,0.71,10.0,4.24,0.27,6.61,0.43,581.0,11.8,0.32,14.0,3.56,0.18,8.24,0.36,535.0,1.05,40.290000000000006,38.0,4,10.91
460,LUCY ROBINSON,GBR,9.3,0.0,1.0,3.9,0.0,5.4,0.0,588.5,9.05,0.0,1.0,4.0,0.0,5.05,0.0,637.0,10.2,0.0,1.0,3.8,0.0,6.4,0.0,631.0,11.55,0.0,1.0,3.2,0.0,8.35,0.0,575.0,1.13,40.1,4.0,4,10.02
144,CARMINA ISABELLA CHAVEZ MARTINEZ,ESA,8.8,0.0,1.0,1.4,0.0,7.4,0.0,610.0,8.9,0.0,1.0,3.5,0.0,5.4,0.0,643.0,10.97,0.0,1.0,3.9,0.0,7.27,0.0,547.0,11.3,0.0,1.0,3.4,0.0,7.9,0.0,593.5,1.33,39.97,4.0,4,9.99
279,GEORGIA CHARALAMPOUS,CYP,10.97,0.0,1.0,3.6,0.0,7.37,0.0,409.5,7.6,0.0,1.0,4.4,0.0,3.2,0.0,675.0,9.87,0.0,1.0,3.5,0.0,6.37,0.0,647.0,11.4,0.0,1.0,3.8,0.0,7.6,0.0,587.0,1.7,39.839999999999996,4.0,4,9.96
504,MARIJA PETROVA,LAT,7.63,0.0,1.0,2.7,0.0,4.93,0.0,631.5,8.83,0.0,1.0,3.6,0.0,5.23,0.0,646.0,11.2,0.0,1.0,4.2,0.0,7.0,0.0,500.0,11.9,0.0,1.0,3.4,0.0,8.5,0.0,509.0,2.0,39.56,4.0,4,9.89
93,ARIANNA BELARDELLI,ITA,12.83,0.0,1.0,5.1,0.0,7.73,0.0,113.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91,0.37,4.0,5.3,0.0,7.78,0.18,73.0,13.8,0.05,2.0,5.0,0.0,8.8,0.05,32.0,0.52,39.540000000000006,7.0,3,13.15
255,EVANGELINA DIMITRIOU,CYP,7.23,0.0,1.0,2.1,0.0,5.13,0.0,636.0,8.77,0.0,1.0,4.6,0.0,4.17,0.0,649.5,11.67,0.0,1.0,4.3,0.0,7.37,0.0,363.5,11.87,0.0,1.0,3.4,0.0,8.47,0.0,514.5,2.26,39.54,4.0,4,9.88
350,JULIANA MYA AMEDE ABSOLAM,JAM,10.03,0.0,1.0,3.1,0.0,6.93,0.0,528.0,8.6,0.0,1.0,3.5,0.0,5.1,0.0,658.5,10.57,0.0,1.0,4.1,0.0,6.47,0.0,603.0,10.33,0.0,1.0,3.2,0.0,7.43,0.0,616.0,0.88,39.53,4.0,4,9.88
205,DOAN QUYNH NAM TRAN,VIE,5.32,7.09,2.0,1.85,2.47,7.72,1.39,648.0,10.47,0.47,3.0,4.63,0.47,5.91,0.64,487.0,11.44,1.21,4.0,4.6,0.27,6.84,0.95,424.0,12.05,0.34,4.0,3.6,0.28,8.45,0.28,469.0,3.19,39.28,13.0,4,10.46
679,SIYU DU,CHN,14.1,0.38,2.0,6.0,0.28,8.1,0.09,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.03,0.0,1.0,4.1,0.0,7.93,0.0,260.5,13.1,0.0,1.0,4.2,0.0,8.9,0.0,118.5,1.01,39.23,4.0,3,13.33
446,LORETTE CHARPY,FRA,13.76,0.45,8.0,5.91,0.22,7.85,0.44,29.0,12.79,0.34,3.0,5.23,0.21,7.56,0.14,72.5,12.62,0.07,2.0,4.8,0.14,7.82,0.21,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,39.169999999999995,13.0,3,13.36
757,XINYI ZHANG,CHN,13.58,0.07,2.0,5.6,0.14,7.98,0.21,41.0,13.17,0.68,3.0,6.07,0.21,7.1,0.88,37.0,12.36,0.76,3.0,4.93,0.31,7.52,0.48,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,39.11,8.0,3,12.97
434,LILIA COSMAN,ROU,12.85,0.26,2.0,5.35,0.07,7.5,0.19,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,1.0,5.1,0.0,7.63,0.0,105.0,13.4,0.33,2.0,4.6,0.0,8.85,0.26,67.0,0.39,38.98,5.0,3,13.05
749,VIKTORIA LISTUNOVA,RUS,14.63,0.09,2.0,6.3,0.14,8.33,0.05,3.0,10.97,0.0,1.0,5.0,0.0,5.97,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.69,4.0,4.6,0.46,8.77,0.16,76.0,1.32,38.900000000000006,7.0,3,13.35
220,ELISHA STOTT,GBR,8.75,0.0,1.0,1.2,0.0,7.55,0.0,612.5,8.7,0.0,1.0,3.3,0.0,5.4,0.0,653.5,10.6,0.0,1.0,4.0,0.0,6.7,0.0,601.5,10.6,0.0,1.0,2.0,0.0,8.6,0.0,613.5,1.08,38.65,4.0,4,9.66
74,ANNA BRIDGE,GBR,9.8,0.0,1.0,3.6,0.0,6.2,0.0,549.5,6.75,0.0,1.0,4.0,0.0,2.75,0.0,680.0,10.15,0.0,1.0,3.3,0.0,6.85,0.0,634.0,11.85,0.0,1.0,3.2,0.0,8.65,0.0,518.5,2.12,38.550000000000004,4.0,4,9.64
418,LEA FRANCERIES,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.94,0.2,4.0,5.35,0.06,7.59,0.2,58.0,13.0,0.0,1.0,5.2,0.0,7.8,0.0,50.5,12.59,0.63,5.0,3.88,0.44,8.71,0.22,306.0,0.48,38.53,10.0,3,12.77
172,CHINA MATTIS,JAM,7.05,0.0,1.0,2.1,0.0,4.95,0.0,638.5,9.98,1.17,2.0,4.2,0.0,5.78,1.17,561.0,9.7,0.21,2.0,3.65,0.35,6.1,0.21,654.5,11.8,0.14,2.0,3.6,0.0,8.25,0.07,529.0,1.67,38.53,7.0,4,10.0
